case_id,legacy_case_id,manual_id,cell_number,treatment,source_image,source_fov_encrypted,global_x,global_y,raw_sha256,manual_swc_sha256
evotest_div10cc_cell67,div10_cell67,tracings_M237_totrace_Encrypted_67_0,67,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,2980.000000,3844.000000,ca20a063713d6088d36681caac50a33004ffa7e435c8a0e7d18142183e78b592,9059062286c0936c5dd61750cb5fd77b6ed6f8000dc26ec31d9a0c8c075797eb
evotest_div10cc_cell68,div10_cell68,tracings_M237_totrace_Encrypted_68_0,68,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,6726.000000,9929.000000,c955be98687cd693318e6bb1d3ab7ca08ebecf9c0b33e67691894a40b3d8fc6e,5af2fded37765f20935495f5825436dfc670f4b2661fd1e5ddfda0d4ac1513e6
evotest_div10cc_cell69,div10_cell69,tracings_M237_totrace_Encrypted_69_0,69,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,8077.000000,8892.500000,df598e893f768d9c9b9715d68628fcbc1a4e9c03631e8a3c07fcf9991587808a,ea50cc33c0c33b605d51befad2596bf3f03803f452c2bc9bcb382b529de6b09f
evotest_div10cc_cell70,div10_cell70,tracings_M237_totrace_Encrypted_70_0,70,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,3225.500000,6798.500000,bba43e13f42ff0f88d8460032741489650342a57cf4cc64a0b523edcd8f984d1,03e4e908690cf14022e4c5b7e6e3eb4b589dd016de2f660480c506282eea600a
evotest_div10cc_cell71,div10_cell71,tracings_M237_totrace_Encrypted_71_0,71,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,3518.000000,5478.000000,f6a326497753866033ccee5ecab0b94656eb45c177afdf5ab60d420aefbe2364,132314e55d348b489a55dc9f4a5886262810ceed2447e8e5a581386a67d99c7c
evotest_div10cc_cell72,div10_cell72,tracings_M237_totrace_Encrypted_72_0,72,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,5818.500000,11604.000000,64207d3755d20fb8ca1f1fcc576880e00c0faa3ad23f279f4fc1ffcc310942ba,242fabd05bfee813a5f71a974ad33d0960f625642a3f93e314d4c60ab4cdb3d6
evotest_div10cc_cell73,div10_cell73,tracings_M237_totrace_Encrypted_73_0,73,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,7969.000000,8734.000000,2bdc7002deeeed589796f9d7b49d97ee7cc0ac53b07784d98fe0eddad8f29200,894fdbf3f9f55934dc760fcb4e950c6dde60712ccc468a8ccd2adde4c6c783af
evotest_div10cc_cell74,div10_cell74,tracings_M237_totrace_Encrypted_74_0,74,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,6109.500000,3683.500000,b5fcce59f7d7d447d3f983fd262c7584a8de61a356aba6f77e11bfbc8155aae2,aaacfd519c693a9277f309b7dcee18f8b975db72058fb65450de40383da52451
evotest_div10cc_cell75,div10_cell75,tracings_M237_totrace_Encrypted_75_0,75,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,11145.000000,8888.500000,2a7405270c9e47ea2c8150f35b04880b68e7c14dca7f8a696b9389386b247516,91d618065a4b396c176dd2189d88eec71767b33cd9a2ca084328f3a46c50ad28
evotest_div10cc_cell76,div10_cell76,tracings_M237_totrace_Encrypted_76_0,76,Y-27632,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_F5_Y-27632.tif,1705823,4895.000000,2794.000000,b24b08cee07ec7a57f684fc619d73637be4952303cb305d2ff6558b752c6983e,768e1f9e1bbc635f780113b6a11a8e269acd8e34a69d26edceb73e0f798ed3fd
evotest_div10cc_cell77,div10_cell77,tracings_M237_totrace_Encrypted_77_0,77,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,6517.000000,9729.500000,58fb603f284376aa26c94978ccbd9709c5c8a695778ea104d4f8b54d0cc0571a,b09333ba418f81feb814fe5a1fce93a9b7af49b06b1b85299f0bf5f517f4319c
evotest_div10cc_cell78,div10_cell78,tracings_M237_totrace_Encrypted_78_0,78,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,5599.000000,12318.000000,b7c4d2350faeb66350a14c6bc0d2a8623b88b7c995eca85c7f7d19ce63c5b522,ca9dae1d904ea4bbdf22b790dfbaf3fb9b78b2708f57e77e49acb21520c5afb4
evotest_div10cc_cell79,div10_cell79,tracings_M237_totrace_Encrypted_79_0,79,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,8913.000000,4571.000000,28e486f46680f096bad200fb30298fec091b80ddb79fbd0dc81d79770e7e726c,541ecab733f29c05bf33121a655f984c15a1dc15a0881039cacd407c6258060c
evotest_div10cc_cell80,div10_cell80,tracings_M237_totrace_Encrypted_80_0,80,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,8624.500000,12988.000000,22a1d5167530dc4135336b13d3b5ce0e78d2ebb80d5afffdb4667596ab9e0f6e,c6d8c22e0335c6075a5ad0a34535e40527a9d4fc6fd4f24621434a9bf9066605
evotest_div10cc_cell81,div10_cell81,tracings_M237_totrace_Encrypted_81_0,81,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,6663.000000,10359.500000,9f9a20edd4cfac0ece40cf6f6b0f54f6d294f2d944b840e072892160f13849c2,812e4520da6601ac2419150eb67fb25ba20bc879d18cb7a919e4403d63906f85
evotest_div10cc_cell82,div10_cell82,tracings_M237_totrace_Encrypted_82_0,82,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,6937.500000,664.500000,60cd1811c0bf093325ec0344e6538f9d3c32b53dddae39769f7f5e5d08624029,7ed71526a863054ed96a9a1eeeca692617729d656d390788201c8c4deac2a5a4
evotest_div10cc_cell83,div10_cell83,tracings_M237_totrace_Encrypted_83_0,83,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,9487.000000,5575.500000,18bd4b35bc042e6dd6b123290b1ddee522fcda66e9c4d2bc82a76e6a9bb744c7,b3099cb880d7120a09a39a9667c38fa62be8c2621840c5df417e4247ac1b84f5
evotest_div10cc_cell84,div10_cell84,tracings_M237_totrace_Encrypted_84_0,84,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,4740.500000,8667.500000,1d2758ae679528180ee0f4b251665cafd618e68b1805b1f9c7a9ecc7211a03c5,e6cb8b6a21dee8c22baa069874a44a4c095f571386d8056cefc5cccc95b115ef
evotest_div10cc_cell85,div10_cell85,tracings_M237_totrace_Encrypted_85_0,85,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,5074.000000,2786.000000,d54b06544160b49b999643fbbaa17c9ff65cc32a79c138d3d47e80afdc6b07e3,6d74d67e42624ccb9ba064e938d54037acc9ee609dd350a47c8429a1b0fd32ba
evotest_div10cc_cell86,div10_cell86,tracings_M237_totrace_Encrypted_86_0,86,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,1301.000000,8044.500000,7828d15e81d5c91ef69e585d4cfbbd1cfe69f932c2628d62a1325a7e521d9e8f,2245c6953563566784df78205e744183a57a8e533ad1e1e967fc3276373ee8cb
evotest_div10cc_cell87,div10_cell87,tracings_M237_totrace_Encrypted_87_0,87,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,10803.000000,10636.500000,451942dfa2582a695e951e413a9942bec6d4df79fdde8a361e6d5e2329c1d464,ddbb16ab4fa5a1462f6f9d99a508ae0ce446a59756a34ae3013aa862e251b0cc
evotest_div10cc_cell88,div10_cell88,tracings_M237_totrace_Encrypted_88_0,88,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,4876.500000,8815.000000,307a653a5216d7c18446b3f347c2a3aecc21926339c17aa39dd80d4c4ea42d9a,0e305d76e32ccd7dc6231dd7a2240552d1c90734f4db22c968417869bcb700f2
evotest_div10cc_cell89,div10_cell89,tracings_M237_totrace_Encrypted_89_0,89,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,6457.500000,5116.000000,15e46829248e5663fa063537f2002ef060c7951d0b4e81f151adac31fb70f178,82cb65e690a51ec345496a11f4840416103c477a166e981226dd28024a337827
evotest_div10cc_cell90,div10_cell90,tracings_M237_totrace_Encrypted_90_0,90,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,4699.500000,8813.500000,ea29a4150a54b9d51d26eecf496eaae7c8013e1cff544b1a29b9082d84847a24,05a23ccb6babae0109efaa884b0c17155052f95ab1b6bcfcfd66b0f0ce32dea1
evotest_div10cc_cell91,div10_cell91,tracings_M237_totrace_Encrypted_91_0,91,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,8085.500000,2031.000000,cb4ffe4d06fdff62d6ec3e056b9af565af2b762a3a9a59a12ed915fa77aa624e,543a4309e9b37f7733f2729f56929ed46655b44af86b85de4eba9debf8ba6294
evotest_div10cc_cell92,div10_cell92,tracings_M237_totrace_Encrypted_92_0,92,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,3422.500000,2267.500000,c2b7b7ca47238791bce5fc254ac9d6d25c1144df5afe88a3c9294ccd51d46a4b,75bde1336bddecf2c9ff53f6e5d9966c5db9c59913758b2c79969c1d6a9dcea7
evotest_div10cc_cell93,div10_cell93,tracings_M237_totrace_Encrypted_93_0,93,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,2977.500000,7012.000000,dfe302fbef680a27196374e609c0e0f6fbaae18f93ee823b90eb3ce1cb64b65a,e07ac1f205af8b762d7ec7162ac5191544183c2433f81cfc984cf5bd8ee87721
evotest_div10cc_cell94,div10_cell94,tracings_M237_totrace_Encrypted_94_0,94,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,615.000000,7932.500000,208c6792830aab10ea0a408da1264297c1d9d00aa78a991d2239ec9504ea09de,7de7f0c35157afe2ac86ad8ee92310389866cfc442b606789c35c26e773e5b6e
evotest_div10cc_cell95,div10_cell95,tracings_M237_totrace_Encrypted_95_0,95,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,3767.000000,1088.000000,0bdffbbcad36d61c552dfab676075faf6acb148b082aa2ae2ba97497178d24c0,c1af4a79a9c7c58a282158e5cd8675127b884e5192f4725677af8468d918f662
evotest_div10cc_cell96,div10_cell96,tracings_M237_totrace_Encrypted_96_0,96,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,11649.000000,8830.500000,c681dd3eb2fed96ee06ae733bed34fc5a7b8b543c0cb547e2b7b731f119d1095,4a1996e5f7d10360f5844ce32425a0f63054a69c2168270c3fa211be4b4a0e85
evotest_div10cc_cell97,div10_cell97,tracings_M237_totrace_Encrypted_97_0,97,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,2518.000000,6791.000000,118cd44a3a59245367b3d7f8cf5f1f3078dd5594b6497df91aba7cfd3344415f,ecee82823cb369957a03e7dc75812daa709301ddbc4c5676b2b96ddc0d6b8f24
evotest_div10cc_cell98,div10_cell98,tracings_M237_totrace_Encrypted_98_0,98,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,2652.500000,6536.000000,eba38fb92fbac8485666680bce06f8601d87478a3d8a2e29838c5936c8a91163,9a607980f14cb229cfe17bf46ab503c7179c8caecfea8aaecc5548002b86d5b2
evotest_div10cc_cell99,div10_cell99,tracings_M237_totrace_Encrypted_99_0,99,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,8461.000000,2373.000000,9e52e8842b1749b945240452bd24ab2903bea2c5324f85c2e583cfd448adf11a,6946f36757303c8601087bc185846b3e6ad4867fc05d23a68a36e4a6868af20f
evotest_div10cc_cell100,div10_cell100,tracings_M237_totrace_Encrypted_100_0,100,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,8219.500000,9110.000000,db9d4eb4f0e512515682cf855029317fe89e6f216292426118e69012ce13571d,17000543044814b855cfa9aee92de76fa677d200f65c7e409a5922b86cc0473d
evotest_div10cc_cell101,div10_cell101,tracings_M237_totrace_Encrypted_101_0,101,Fasudil,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_E4_Fasudil.tif,2009454,7564.000000,5120.000000,86cdb64387f9e5ebea29bd5227f145fc71b1b0d103dfe7cab5a59e9f464e608c,dc3f8be989cbaa83e6182fb25b08ee73ce015e14a9e0df89a412e993a4289e45
evotest_div10cc_cell102,div10_cell102,tracings_M237_totrace_Encrypted_102_0,102,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,1748.000000,3284.500000,2722b8a5b33470376ba77c327c104ba1622db0e93d8b9a8563b46da6bf1db5c7,1c5bfed61f44e5163017702d2136c83ee9153a1fbe5e426363f8ed282551b481
evotest_div10cc_cell103,div10_cell103,tracings_M237_totrace_Encrypted_103_0,103,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,2362.500000,3194.500000,1598eb87d3ce515f5dddf05593d2e5e941b230bc5e78183d9eabe24f472267d8,4a5b5ef5275314f018d1bf1bbf653ce8836e1b41c9be30b1bd0e06d9c4201491
evotest_div10cc_cell104,div10_cell104,tracings_M237_totrace_Encrypted_104_0,104,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,3625.500000,11571.000000,42651aae5ffefb8b423dce0259249752d17b4b6577aab844e42f0405400024b1,11dc77df703137e5954dba3ceed6806b64a677609e53866542eb8d20edb95661
evotest_div10cc_cell105,div10_cell105,tracings_M237_totrace_Encrypted_105_0,105,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,4682.500000,7029.000000,4109d194157b121edd0ab44ca19ac1c1f8a651b13413d1d589c573eee7bcd57b,7dcfe6bbc02515e02ca5b3e746584690e32d36864f32f89e1fb85b0d040c344b
evotest_div10cc_cell106,div10_cell106,tracings_M237_totrace_Encrypted_106_0,106,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,3658.000000,6037.500000,633a124bf64b155e900189051bce48ae26293708a5ddaca2152dc5e789add698,fcc6cf680659b87413cdbc1f4ca87d9d6dca9802d0906f0339984fcc99ecb1a0
evotest_div10cc_cell107,div10_cell107,tracings_M237_totrace_Encrypted_107_0,107,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,12524.500000,5767.000000,19d1c2e4f5489ceb84262552401dec13cb6837865a29107b3e23dd47b9ab1f7b,1c0937de6496ffc0d318b79f8bd624ead1eee6a52297349f17187f88875d6530
evotest_div10cc_cell108,div10_cell108,tracings_M237_totrace_Encrypted_108_0,108,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,12447.500000,5160.000000,17b8a3f3e48b8db5a21810c1e0cc53502a800d2839694d7f4bb6549c193bb8a2,33cae210114035310c26476b60cea3294cb6f26b9d19d04ae1f3ad054f79d8ca
evotest_div10cc_cell109,div10_cell109,tracings_M237_totrace_Encrypted_109_0,109,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,4877.500000,534.500000,6967738e8e98f44d01f9e02edfc7cae3f2e414188223fdbba575e9786a3e4bdf,bab88b1ebd8b27f068250324d5e62e59af041590aa1f6c86bbb6ac54f61c5b26
evotest_div10cc_cell110,div10_cell110,tracings_M237_totrace_Encrypted_110_0,110,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,12527.000000,8339.500000,723442ed83ab574564696427efbfc82c40ac2870ca6519ac26ec25f67deeb7cd,fdc9b15d92d7a17ede96b777c0c5579067d746b7641c3047d2e506e295034242
evotest_div10cc_cell111,div10_cell111,tracings_M237_totrace_Encrypted_111_0,111,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,7518.000000,7800.500000,8fdd107dddf6bf48bab47897debb545b2fa220dbf785ff7c3c568bf7423cca37,1f65cc062c7e207820ac37cac0d3178cc139f68982cf654b5699dd0327714e40
evotest_div10cc_cell112,div10_cell112,tracings_M237_totrace_Encrypted_112_0,112,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,12461.500000,8498.000000,3ab00c0a2a15e381cd0e476f95dd4da63e3c9ea6e80918bdb840656abdba8dfe,8a7242069099f1bd6faac5ae3f015db59959ca289580e373ab2a92ca5f8c8c4b
evotest_div10cc_cell113,div10_cell113,tracings_M237_totrace_Encrypted_113_0,113,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,5151.000000,750.000000,22e6517ffc6c855ed597200a1c3a3d55ee3cbb18899a37b23b84e57065eb792d,d14dde17449822c015635a25a4454bb96cc5f632f01ca8a5668f60a3c8b74a4a
evotest_div10cc_cell114,div10_cell114,tracings_M237_totrace_Encrypted_114_0,114,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,3387.500000,810.500000,5b12244732cc426a4a4825e6e2fb33a13340864c2184f0ad51dcf2ecfb5f2ea2,e258f26106bc7e6e2cb695d3113e5ea936939da6eb0f6558c6ea697db000acf8
evotest_div10cc_cell115,div10_cell115,tracings_M237_totrace_Encrypted_115_0,115,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,4689.000000,7277.500000,28b7a7803ec17c2788c78de2bc4dc419f98b249ed531bc75b8cfa3e574961b35,655ed171e653931ca7495e0bd3a7c3b62954f4093d9f3d5591c8d536e1e86bec
evotest_div10cc_cell116,div10_cell116,tracings_M237_totrace_Encrypted_116_0,116,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,10239.000000,6943.000000,0ed7f3b37683f7e92d51dc74142f46644ada330b1e04030a0156ef6c88bd35ec,2efb434c8b96f94358fe970732969e4254af950f5ad66b380d82404f5c6ea045
evotest_div10cc_cell117,div10_cell117,tracings_M237_totrace_Encrypted_117_0,117,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,2452.500000,3294.000000,de70d8f2c8e94cb4d227b97bbd1eab12d0145112be9fe48c3d254c51fc3e50c7,e299353280e2cdd0a22899fea4bfad4cb3a1b511b5092ce1cebe47fa94a4648f
evotest_div10cc_cell118,div10_cell118,tracings_M237_totrace_Encrypted_118_0,118,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,10193.500000,4014.000000,d76eacf41692c6afc84c5ae5bee324f390fa6371ef8f63b9a0894029268864f9,ab4f712ae083f536dff8c2aeda56044eac1ef502302335031d2bb6bf4d01432d
evotest_div10cc_cell119,div10_cell119,tracings_M237_totrace_Encrypted_119_0,119,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,1133.500000,3098.000000,2aa4834f46034bffc3505985ff567037e18a985604a2aecb3e889c0aecaa1e11,2c9a3c230dbf8c8ac759223841ed0960a444485079ed9dc291a75ab4e0e51467
evotest_div10cc_cell120,div10_cell120,tracings_M237_totrace_Encrypted_120_0,120,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,394.500000,4303.500000,26a215b491531a7b45e744d576001cf97ede294b24569702174ca2e4a8313254,bcc925e084df3af48b933e221d525f61e2e0b7398ae456b04f38a93262fe6a94
evotest_div10cc_cell121,div10_cell121,tracings_M237_totrace_Encrypted_121_0,121,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,12034.000000,8244.500000,ecbdda970ebcff335d2495b5a5b3f7eb9542e8f2b6e9771bf4c692fa21a7b8b2,ada1e9ecff00ab98f6cdedac3e8bdc98030d76be376bd8fecefa5b5f66363443
evotest_div10cc_cell122,div10_cell122,tracings_M237_totrace_Encrypted_122_0,122,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,3397.500000,5238.000000,6e39eca22b733e6184dc923b851ba4dbfec3e87236eb4479d8bbfa2841bd642a,251fc411448a174caa88f36ae5abd28d580b81647544e01e60e056d5a369cad0
evotest_div10cc_cell123,div10_cell123,tracings_M237_totrace_Encrypted_123_0,123,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,9257.500000,2303.000000,295c8e358521328a3ab9e5b949d91a739c9cb4660c34d669f3c90bd30e011380,30383752fc5c797aadb6dcf53472e20ae5d38fc59f1e68fa8a93113feb21e2a2
evotest_div10cc_cell124,div10_cell124,tracings_M237_totrace_Encrypted_124_0,124,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,1615.000000,6597.500000,b0e3c67cebced2d808676a24136d1950c9a87e260d5c0ffbbb0aec098a6ba84d,5329c3c9537bbe32d4c27a6403f4c29094509da01b905d62bf9cbcc417689ce7
evotest_div10cc_cell125,div10_cell125,tracings_M237_totrace_Encrypted_125_0,125,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,170.500000,8225.500000,39162da240bdecd4caf6865ddef4f3a96240de91b771d2e0fb2994359b292e57,65ea2456d37e927fa0fba59fb6b8f33efaec33b99d55d31a07e70a7c5c535685
evotest_div10cc_cell126,div10_cell126,tracings_M237_totrace_Encrypted_126_0,126,DMSO,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_ERplate_F8_DMSO.tif,3154731,1308.000000,6485.000000,6488733d758fefd1db09afe87128b1a9d90a9985f30b273ec400a27e13c7199a,54fabc269149dbbc8955c42b94f02407f8ee470d93eb8ef0b71af63dfa6a35e3
evotest_div10cc_cell127,div10_cell127,tracings_M237_totrace_Encrypted_127_0,127,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,10537.500000,5942.500000,311df43ce77328f086ef4222e77790bb789470f59b00529d7d4e7f77198c94ce,27d738b651aae5477ef2dd432453697e1a3601949cb9a46ace2eea20f3617ee0
evotest_div10cc_cell128,div10_cell128,tracings_M237_totrace_Encrypted_128_0,128,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,3869.000000,4824.000000,d64104d1550042feae03ebd03c220f2577f4252f87b9ae29732dbfc712c4b194,7d330a45d31f12ce764eb54742d3b85b319014fca6e47cb0d93f215bb29a12dc
evotest_div10cc_cell129,div10_cell129,tracings_M237_totrace_Encrypted_129_0,129,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,4282.000000,10280.000000,82d0b975cdb81f489b799bd4898c2ea9115b08daf1ef2a2fa5ff4b55f0141ab6,33698cf90f9c14adbff0fb363ae617c72d78a05eb493073150caecd36de57fe6
evotest_div10cc_cell130,div10_cell130,tracings_M237_totrace_Encrypted_130_0,130,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,4584.500000,2815.500000,7aadce85578eed5c9dc421d3941f0606925f8e434c546acdce0878215079bb1a,eb27fec32aec6222f140d51b5622c7488e42997e9f6e04104b37e3ffd0c9f71a
evotest_div10cc_cell131,div10_cell131,tracings_M237_totrace_Encrypted_131_0,131,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,5008.500000,4162.500000,857d84cde3831c58a327f400726f5a47291ef56d9cc2c925afa938845809fa6c,2422332d952fa2566d744efc2457cdc46c4447118a9924895800e00f02f21eaf
evotest_div10cc_cell132,div10_cell132,tracings_M237_totrace_Encrypted_132_0,132,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,4881.000000,12383.500000,16495b97d7bc4c4d9701927e965b6af436276b7fe7c94190c453eb623ff36c18,b8060ca02e5ae7d68e2f71f2d9f6e60aeabc088fdb221620de98b641b184db6b
evotest_div10cc_cell133,div10_cell133,tracings_M237_totrace_Encrypted_133_0,133,Blebbistatin,260723_cc_M237_S24tdTomMFL26#02_div10_postROCKi_10x_zoom1.6_FKplate_E3_Blebbistatin.tif,3195573,2532.500000,10678.000000,ab41c68eeb5fcecef5106e392b35892f4ca7a17e29daf923403bcfe965cd8a20,0a378e9afd48782d2bdac1ae3ae0f88f8d93ad0516916dc80a91ae546d5ca2da
